movie,title,genres,year,Rating,RottenTomato
47999,Jesus Camp,Documentary|Drama,2005,3,70
48043,"Fountain, The",Drama|Fantasy|Romance,2006,8,92
48082,"Science of Sleep, The (La science des rêves)",Comedy|Drama|Fantasy|Romance,2006,7,70
48142,"Black Dahlia, The",Crime|Drama|Mystery|Thriller,2006,1,54
48159,Everyone's Hero,Adventure|Animation|Children|Comedy,2005,8,86
48231,Taxidermia,Comedy|Drama|Horror,2005,8,84
48262,"Bridge, The",Documentary,2005,2,65
48304,Apocalypto,Adventure|Drama|Thriller,2005,10,61
48319,Flyboys,Action|Adventure|Drama|War,2006,2,74
48322,Jackass Number Two,Comedy|Documentary,2006,8,86
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,2005,2,64
48394,"Pan's Labyrinth (Laberinto del fauno, El)",Drama|Fantasy|Thriller,2005,9,78
48414,Open Season,Adventure|Animation|Children|Comedy|IMAX,2006,5,59
48516,"Departed, The",Crime|Drama|Thriller,2005,1,58
48518,"Texas Chainsaw Massacre: The Beginning, The",Horror|Thriller,2005,8,90
48520,Employee of the Month,Comedy,2006,6,98
48522,Stormbreaker (Alex Rider: Operation Stormbreaker),Action|Children,2006,9,50
48560,Running With Scissors,Comedy|Drama,2006,5,96
48591,"Grudge 2, The",Drama|Horror|Mystery|Thriller,2006,10,97
48593,Man of the Year,Comedy|Thriller,2005,3,100
48596,"Marine, The",Action|Drama|Thriller,2005,7,55
48660,"Elementary Particles, The (Elementarteilchen)",Drama|Romance,2006,5,97
48682,Offside,Comedy|Drama,2006,8,91
48696,Little Children,Drama|Romance,2005,9,99
48698,Deliver Us from Evil,Documentary,2005,6,77
48711,Facing the Giants,Action|Drama,2005,4,78
48738,"Last King of Scotland, The",Drama|Thriller,2005,2,54
48741,"U.S. vs. John Lennon, The",Documentary,2005,6,92
48744,Shortbus,Comedy|Drama|Romance,2006,2,61
48774,Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller,2006,6,92
48780,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2005,8,79
48783,Flags of Our Fathers,Drama|War,2006,3,94
48791,Flicka,Children|Drama,2005,8,83
48817,Sleeping Dogs Lie (a.k.a. Stay),Comedy|Drama|Romance,2005,9,88
48856,"Guide to Recognizing Your Saints, A",Crime|Drama,2005,4,86
48877,Saw III,Crime|Horror|Thriller,2005,9,91
48972,Lunacy (Sílení),Animation|Horror,2005,3,87
48982,Flushed Away,Animation|Comedy,2005,1,70
48997,Perfume: The Story of a Murderer,Crime|Drama|Thriller,2006,3,80
49013,"Santa Clause 3: The Escape Clause, The",Comedy|Fantasy,2005,7,92
49132,Shut Up & Sing,Documentary,2006,7,56
49220,For Your Consideration,Comedy,2005,3,58
49272,Casino Royale,Action|Adventure|Thriller,2005,5,54
49274,Happy Feet,Adventure|Animation|Children|Comedy|IMAX,2006,1,77
49278,Déjà Vu (Deja Vu),Action|Sci-Fi|Thriller,2005,5,90
49280,Bobby,Drama,2006,1,93
49284,10 Items or Less,Comedy|Drama|Romance,2005,5,99
49286,"Holiday, The",Comedy|Romance,2006,5,64
49314,Harsh Times,Action|Crime|Drama,2006,9,65
49396,Tenacious D in The Pick of Destiny,Adventure|Comedy|Musical,2006,7,99
49526,National Lampoon's Van Wilder: The Rise of Taj,Comedy,2005,10,60
49528,Turistas,Adventure|Drama|Horror|Mystery|Thriller,2005,10,96
49530,Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War,2005,5,54
49647,Charlotte's Web,Children|Comedy|Drama|Fantasy,2006,5,60
49649,Eragon,Action|Adventure|Fantasy,2005,1,99
49651,Rocky Balboa,Action|Drama,2006,6,71
49772,"Painted Veil, The",Drama|Romance,2005,2,67
49822,"Good Shepherd, The",Drama|Thriller,2005,6,77
49824,Dreamgirls,Drama|Musical,2005,1,99
49917,When the Levees Broke: A Requiem in Four Acts,Documentary,2005,4,100
49932,Inland Empire,Drama|Mystery|Thriller,2006,5,67
49957,"History Boys, The",Comedy|Drama,2006,2,50
49961,Notes on a Scandal,Drama,2006,5,64
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia),Action|Drama,2006,10,90
50011,"Bothersome Man, The (Brysomme mannen, Den)",Comedy|Drama|Fantasy|Mystery,2006,5,88
50064,"Good German, The",Drama|Mystery|Thriller,2006,7,98
50068,Letters from Iwo Jima,Drama|War,2005,7,55
50147,Black Christmas,Action|Horror|Thriller,2006,5,77
50160,Miss Potter,Drama,2005,8,87
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile),Comedy|Romance,2005,8,55
50259,Old Joy,Drama,2006,9,68
50514,After the Wedding (Efter brylluppet),Drama,2006,4,88
50651,Kenny,Comedy,2005,6,87
50703,"Secret, The",Documentary,2005,3,86
50792,Catch and Release,Comedy|Drama|Romance,2005,2,79
50794,Smokin' Aces,Action|Crime|Drama|Thriller,2005,3,72
50842,"Boss of It All, The (Direktøren for det hele)",Comedy|Drama,2005,1,76
50851,Cocaine Cowboys,Documentary,2005,5,79
50912,"Paris, I Love You (Paris, je t'aime)",Romance,2006,5,77
50954,It's a Boy Girl Thing,Comedy|Romance,2006,9,64
51091,Black Snake Moan,Drama,2006,5,57
51094,Gray Matters,Comedy|Drama|Romance,2005,5,54
51127,loudQUIETloud: A Film About the Pixies,Documentary,2005,5,79
51174,Factory Girl,Drama,2005,1,74
51304,Karla,Crime|Drama|Thriller,2006,10,74
51418,Breaking and Entering,Drama,2005,6,70
51471,Amazing Grace,Drama|Romance,2006,8,95
51705,Priceless (Hors de prix),Comedy|Romance,2005,3,93
51709,"Host, The (Gwoemul)",Comedy|Drama|Horror|Sci-Fi|Thriller,2006,10,94
51884,"Namesake, The",Drama|Romance,2005,10,56
52545,Puccini for Beginners,Comedy|Romance,2006,7,66
52606,Big Nothing,Comedy|Crime|Thriller,2006,7,88
52617,Woman on the Beach (Haebyeonui yeoin),Comedy|Drama,2006,2,59
52885,Paprika (Papurika),Animation|Mystery|Sci-Fi,2005,6,82
52950,Day Watch (Dnevnoy dozor),Action|Fantasy|Horror|Thriller,2006,4,89
52952,This Is England,Drama,2005,6,79
52967,Away from Her,Drama,2006,4,88
53024,Jonestown: The Life and Death of Peoples Temple,Documentary,2005,5,95
53123,Once,Drama|Musical|Romance,2005,8,59
53138,"Librarian: Return to King Solomon's Mines, The",Action|Adventure|Fantasy,2005,2,58
53318,Cashback,Comedy|Drama|Romance,2005,10,69
53326,Them (Ils),Horror,2006,1,92
53468,Fido,Comedy|Horror|Thriller,2006,10,54
53550,Rescue Dawn,Action|Adventure|Drama|War,2006,1,68
54328,My Best Friend (Mon meilleur ami),Comedy,2006,8,88
54372,Tell No One (Ne le dis à personne),Crime|Drama|Mystery|Thriller,2006,7,90
54426,12:08 East of Bucharest (A fost sau n-a fost?),Comedy|Drama,2005,8,86
54910,Behind the Mask: The Rise of Leslie Vernon,Comedy|Horror|Thriller,2005,3,72
55156,"Unreasonable Man, An",Documentary,2006,10,68
55167,Tekkonkinkreet (Tekkon kinkurîto),Action|Adventure|Animation|Crime|Fantasy,2005,8,77
55684,"City of Violence, The (Jjakpae)",Action|Crime|Drama,2005,8,79
56003,Southland Tales,Comedy|Drama|Sci-Fi|Thriller,2006,2,79
56715,Wristcutters: A Love Story,Drama|Fantasy|Romance,2005,5,93
56869,Drained (O cheiro do Ralo),Comedy,2005,4,67
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",Animation|Comedy|Drama|Romance|Sci-Fi,2006,8,91
57972,Deep Water,Documentary,2005,9,57
57980,"Art of Negative Thinking, The (Kunsten å tenke negativt)",Comedy|Drama,2006,7,69
58347,Penelope,Comedy|Fantasy|Romance,2006,4,79
59273,Delirious,Comedy|Drama,2006,8,91
59387,"Fall, The",Adventure|Drama|Fantasy,2005,4,51
59519,Reprise,Drama,2006,8,96
59684,Lake of Fire,Documentary,2005,9,78
60086,Boy Culture,Drama,2005,5,69
60137,"Rape of Europa, The",Documentary,2005,1,95
60609,Death Note,Adventure|Crime|Drama|Horror|Mystery,2005,8,94
61646,DarkBlueAlmostBlack (Azuloscurocasinegro),Drama|Romance,2006,3,100
63515,The Island,Drama|Mystery,2005,6,68
64153,"Devil's Chair, The",Horror,2006,3,84
64278,"Pervert's Guide to Cinema, The",Documentary,2005,9,97
64321,"Friend of Mine, A (Ein Freund von mir)",Comedy|Drama,2006,6,63
64660,Waiter (Ober),Comedy,2005,2,93
65310,Poultrygeist: Night of the Chicken Dead,Comedy|Horror|Musical,2005,10,97
69720,Hood of Horror,Comedy|Drama|Horror,2005,4,75
70678,Huhwihaji Anha (No Regret),Drama,2006,5,95
70762,"Curiosity of Chance, The",Comedy,2005,3,99
72781,Red Chapel (Røde kapel),Comedy|Documentary,2005,1,67
73759,Hellsing Ultimate OVA Series,Action|Animation|Horror,2005,3,69
74152,Zach Galifianakis: Live at the Purple Onion,Comedy|Documentary,2005,2,64
78101,Life After Tomorrow,Documentary,2005,7,91
78122,Peter & the Wolf,Animation|Musical,2006,6,92
79029,Kurt Cobain About a Son,Documentary|Musical,2005,9,69
79163,Swedish Auto,Drama|Romance,2005,5,83
85612,Eden,Drama|Romance,2006,6,58
91355,Asterix and the Vikings (Astérix et les Vikings),Adventure|Animation|Children|Comedy|Fantasy,2005,1,96
92496,"Dylan Moran: Like, Totally",Comedy,2005,9,83
107555,Fireworks Wednesday (Chaharshanbe-soori),Drama|Mystery|Romance,2005,4,93
130960,The Conrad Boys,Drama,2006,1,85
140755,Long-Term Relationship,Comedy|Romance,2005,10,89
49910,Freedom Writers,Drama,2007,2,77
50162,Arthur and the Invisibles,Action|Children|Fantasy,2007,9,71
50442,Alpha Dog,Crime|Drama,2007,9,52
50445,"Hitcher, The",Action|Horror|Thriller,2006,8,70
50601,Bridge to Terabithia,Adventure|Children|Fantasy,2007,6,69
50685,Waitress,Comedy|Drama|Romance,2007,5,68
50798,Epic Movie,Adventure|Comedy,2006,4,75
50802,Because I Said So,Comedy|Drama|Romance,2006,9,65
50804,Hannibal Rising,Drama|Horror|Thriller,2007,4,86
50806,Norbit,Comedy|Romance,2007,5,100
50872,Ratatouille,Animation|Children|Drama,2007,4,59
50923,"Astronaut Farmer, The",Drama,2006,5,57
51077,Ghost Rider,Action|Fantasy|Thriller,2006,3,75
51080,Breach,Drama|Thriller,2007,10,91
51084,Music and Lyrics,Comedy|Romance,2007,4,98
51086,"Number 23, The",Drama|Mystery|Thriller,2006,1,85
51088,Reno 911!: Miami,Comedy,2007,8,80
51255,Hot Fuzz,Action|Comedy|Crime|Mystery,2006,2,64
51412,Next,Action|Sci-Fi|Thriller,2006,1,74
51540,Zodiac,Crime|Drama|Thriller,2006,2,90
51575,Wild Hogs,Adventure|Comedy,2007,6,62
51662,300,Action|Fantasy|War|IMAX,2006,7,55
51698,"Last Mimzy, The",Adventure|Children|Sci-Fi,2006,4,95
51834,Becoming Jane,Drama|Romance,2006,2,81
51925,Premonition,Drama|Fantasy|Mystery|Thriller,2006,7,82
51927,Dead Silence,Horror|Mystery|Thriller,2007,7,74
51931,Reign Over Me,Drama,2007,10,81
51935,Shooter,Action|Drama|Thriller,2007,7,93
51937,"Hills Have Eyes II, The",Horror|Thriller,2006,9,81
51939,TMNT (Teenage Mutant Ninja Turtles),Action|Adventure|Animation|Children|Comedy|Fantasy,2006,4,82
52241,"Lookout, The",Crime|Drama|Thriller,2006,6,59
52245,Blades of Glory,Comedy|Romance,2007,2,92
52281,Grindhouse,Action|Crime|Horror|Sci-Fi|Thriller,2006,8,93
52287,Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2006,2,57
52328,Sunshine,Adventure|Drama|Sci-Fi|Thriller,2006,5,95
52456,Perfect Stranger,Crime|Drama|Mystery|Thriller,2007,4,81
52458,Disturbia,Drama|Thriller,2007,10,97
52460,Pathfinder,Action|Adventure|Drama|Thriller|War,2007,10,62
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,2006,1,100
52579,"Vie en Rose, La (Môme, La)",Drama|Musical,2006,8,50
52604,Fracture,Crime|Drama|Mystery|Thriller,2007,2,97
52644,Vacancy,Horror|Thriller,2006,3,82
52668,In the Land of Women,Comedy|Drama|Romance,2006,10,76
52694,Mr. Bean's Holiday,Comedy,2006,1,68
52712,"Invisible, The",Crime|Drama|Fantasy|Mystery|Thriller,2006,5,75
52717,"Condemned, The",Action|Adventure|Crime|Thriller,2006,4,74
52722,Spider-Man 3,Action|Adventure|Sci-Fi|Thriller|IMAX,2006,7,89
52973,Knocked Up,Comedy|Drama|Romance,2007,3,60
52975,Hairspray,Comedy|Drama|Musical,2007,1,60
53000,28 Weeks Later,Horror|Sci-Fi|Thriller,2007,8,56
53121,Shrek the Third,Adventure|Animation|Children|Comedy|Fantasy,2007,8,71
53125,Pirates of the Caribbean: At World's End,Action|Adventure|Comedy|Fantasy,2007,6,79
53129,Mr. Brooks,Crime|Drama|Thriller,2007,1,79
53133,Gracie,Drama,2007,5,78
53189,Eagle vs Shark,Comedy,2006,10,59
53322,Ocean's Thirteen,Crime|Thriller,2006,9,73
53435,Hostel: Part II,Crime|Horror|Thriller,2007,7,85
53447,Paranoid Park,Crime|Drama,2006,9,60
53460,Surf's Up,Animation|Children|Comedy,2007,7,79
53464,Fantastic Four: Rise of the Silver Surfer,Action|Adventure|Sci-Fi,2007,2,70
53466,Nancy Drew,Adventure|Crime|Thriller,2006,1,65
53519,Death Proof,Action|Adventure|Crime|Horror|Thriller,2006,8,72
53894,Sicko,Documentary|Drama,2007,6,97
53953,1408,Drama|Horror|Thriller,2006,9,56
53956,Death at a Funeral,Comedy,2006,2,82
53972,Live Free or Die Hard,Action|Adventure|Crime|Thriller,2007,3,90
53974,License to Wed,Comedy|Romance,2006,7,79
53993,Evan Almighty,Comedy|Fantasy,2006,2,56
53996,Transformers,Action|Sci-Fi|Thriller|IMAX,2006,2,67
53999,Captivity,Crime|Thriller,2006,4,73
54001,Harry Potter and the Order of the Phoenix,Adventure|Drama|Fantasy|IMAX,2007,9,94
54004,I Now Pronounce You Chuck and Larry,Comedy|Romance,2006,1,99
54190,Across the Universe,Drama|Fantasy|Musical|Romance,2007,1,62
54256,Hot Rod,Comedy,2007,10,92
54259,Stardust,Adventure|Comedy|Fantasy|Romance,2006,8,84
54270,Skinwalkers,Horror|Thriller,2006,10,85
54272,"Simpsons Movie, The",Animation|Comedy,2006,9,55
54276,No Reservations,Comedy|Drama|Romance,2007,10,58
54281,Charlie Bartlett,Comedy|Drama,2006,8,93
54286,"Bourne Ultimatum, The",Action|Crime|Thriller,2006,2,76
54290,Bratz: The Movie,Comedy,2007,3,64
54331,You Kill Me,Comedy|Crime|Thriller,2006,4,92
54503,Superbad,Comedy,2007,4,64
54513,Talk to Me,Drama,2007,2,93
54648,Rush Hour 3,Action|Comedy|Crime|Thriller,2006,8,68
54732,Balls of Fury,Comedy,2006,3,63
54734,Sydney White,Comedy,2007,8,79
54736,"Kingdom, The",Action|Drama|Thriller,2007,1,67
54745,Rocket Science,Comedy|Drama,2007,5,80
54768,Daddy Day Camp,Children|Comedy,2007,4,90
54771,"Invasion, The",Action|Drama|Horror|Sci-Fi|Thriller,2006,2,86
54775,War,Action|Thriller,2006,3,67
54780,"Nanny Diaries, The",Comedy|Drama|Romance,2007,2,92
54785,Halloween,Horror,2007,4,87
54787,Death Sentence,Drama|Thriller,2006,10,73
54881,"King of Kong, The",Documentary,2007,9,76
54995,Planet Terror,Action|Horror|Sci-Fi,2006,10,100
54997,3:10 to Yuma,Action|Crime|Drama|Western,2006,2,90
54999,Shoot 'Em Up,Action|Comedy|Crime,2006,5,73
55052,Atonement,Drama|Romance|War,2006,3,74
55063,My Winnipeg,Documentary|Fantasy,2006,4,90
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",Drama,2006,8,63
55071,No End in Sight,Documentary,2007,8,58
55094,In the Valley of Elah,Drama|Mystery,2007,6,57
55100,I Could Never Be Your Woman,Comedy|Romance,2007,4,58
55110,December Boys,Drama,2007,10,63
55116,"Hunting Party, The",Action|Adventure|Comedy|Drama|Thriller,2007,4,54
55118,Eastern Promises,Crime|Drama|Thriller,2007,6,58
55232,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,2006,4,88
55245,Good Luck Chuck,Comedy|Romance,2007,6,64
55247,Into the Wild,Action|Adventure|Drama,2007,2,100
55250,"Game Plan, The",Comedy,2007,7,86
55253,"Lust, Caution (Se, jie)",Drama|Romance|Thriller|War,2006,2,83
55259,"Seeker: The Dark Is Rising, The",Action|Adventure|Drama|Fantasy,2006,10,70
55261,"Heartbreak Kid, The",Comedy|Drama|Romance,2006,1,70
55267,Dan in Real Life,Comedy|Drama|Romance,2006,1,77
55269,"Darjeeling Limited, The",Adventure|Comedy|Drama,2006,1,90
55272,We Own the Night,Crime|Drama,2007,1,71
55274,Elizabeth: The Golden Age,Drama,2007,7,53
55276,Michael Clayton,Drama|Thriller,2007,3,87
55280,Lars and the Real Girl,Comedy|Drama,2006,1,72
55282,30 Days of Night,Horror|Thriller,2007,5,64
55290,Gone Baby Gone,Crime|Drama|Mystery,2006,1,82
55294,Weirdsville,Comedy|Crime|Drama,2006,10,97
55363,"Assassination of Jesse James by the Coward Robert Ford, The",Crime|Drama|Western,2007,1,84
55417,Irina Palm,Drama,2006,6,90
55442,Persepolis,Animation|Drama,2007,5,94
55444,Control,Drama,2007,10,65
55451,The Jane Austen Book Club,Comedy|Drama|Romance,2006,10,64
55498,Silk,Adventure|Drama|Romance,2007,1,84
55555,"Edge of Heaven, The (Auf der anderen Seite)",Drama,2007,6,81
55566,Tyler Perry's Why Did I Get Married?,Comedy|Drama,2007,6,56
55577,Saw IV,Crime|Horror|Thriller,2006,5,72
55687,My Kid Could Paint That,Documentary,2006,5,84
55721,Elite Squad (Tropa de Elite),Action|Crime|Drama|Thriller,2006,1,84
55732,Martian Child,Comedy|Drama,2006,9,57
55765,American Gangster,Crime|Drama|Thriller,2006,8,78
55768,Bee Movie,Animation|Comedy,2007,1,62
55805,Before the Devil Knows You're Dead,Crime|Drama|Thriller,2007,5,96
55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)",Drama,2006,6,61
55820,No Country for Old Men,Crime|Drama,2007,9,62
55851,Crazy Love,Documentary,2007,9,60
55872,August Rush,Drama|Musical,2007,3,91
55908,"Man from Earth, The",Drama|Sci-Fi,2007,10,98
55946,Lions For Lambs,Drama|Thriller|War,2007,3,66
55995,Beowulf,Action|Adventure|Animation|Fantasy|IMAX,2007,5,65
55999,Mr. Magorium's Wonder Emporium,Children|Comedy|Fantasy,2006,8,93
56030,Darfur Now,Documentary,2007,4,60
56069,Murder Party,Comedy|Drama|Horror|Thriller,2006,9,53
56079,Smiley Face,Comedy,2006,10,54
56095,XXY,Drama,2007,3,53
56145,"Mist, The",Horror|Sci-Fi,2007,5,99
56152,Enchanted,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,2007,3,74
56156,Hitman,Action|Crime|Thriller,2007,10,58
56169,Awake,Drama|Thriller,2006,5,83
56171,"Golden Compass, The",Adventure|Children|Fantasy,2007,1,71
56174,I Am Legend,Action|Horror|Sci-Fi|Thriller|IMAX,2007,8,64
56176,Alvin and the Chipmunks,Children|Comedy,2007,4,70
56251,Futurama: Bender's Big Score,Animation|Comedy|Sci-Fi,2006,5,87
56274,Margot at the Wedding,Drama,2006,6,68
56286,I'm Not There,Drama,2006,3,55
56333,"Savages, The",Comedy|Drama,2007,4,73
56336,Wrong Turn 2: Dead End,Action|Horror|Thriller,2006,10,51
56339,"Orphanage, The (Orfanato, El)",Drama|Horror|Mystery|Thriller,2007,2,65
56367,Juno,Comedy|Drama|Romance,2007,5,72
56563,Helvetica,Documentary,2007,8,91
56587,"Bucket List, The",Comedy|Drama,2006,5,98
56607,"Kite Runner, The",Drama,2006,4,56
56633,Butterfly on a Wheel (Shattered),Crime|Drama|Thriller,2007,7,98
56757,Sweeney Todd: The Demon Barber of Fleet Street,Drama|Horror|Musical|Thriller,2007,7,81
56775,National Treasure: Book of Secrets,Action|Adventure,2006,4,83
56782,There Will Be Blood,Drama|Western,2007,3,59
56788,Charlie Wilson's War,Comedy|Drama|War,2007,5,60
56801,AVPR: Aliens vs. Predator - Requiem,Action|Horror|Sci-Fi,2006,6,71
56805,Walk Hard: The Dewey Cox Story,Comedy|Musical,2007,8,96
56885,"Great Debaters, The",Drama,2006,7,92
56908,Dedication,Comedy|Drama|Romance,2006,7,59
56915,"Water Horse: Legend of the Deep, The",Adventure|Children|Fantasy,2006,3,64
56921,Battlestar Galactica: Razor,Action|Drama|Sci-Fi|Thriller,2006,2,67
56941,P.S. I Love You,Comedy|Drama|Romance,2006,6,50
57223,D-War (Dragon Wars),Action|Adventure|Drama|Fantasy,2006,2,53
57243,"Band's Visit, The (Bikur Ha-Tizmoret)",Comedy|Drama,2006,5,97
57274,[REC],Drama|Horror|Thriller,2007,10,76
57353,Flawless,Crime|Drama,2007,10,60
57401,Cleaner,Crime|Thriller,2006,3,61
57453,Arranged,Comedy|Drama|Romance,2007,2,62
57792,Caramel (Sukkar banat),Comedy,2006,9,52
57845,Joe Strummer: The Future Is Unwritten,Documentary,2006,1,77
57910,Teeth,Comedy|Horror,2006,1,96
58029,It's a Free World...,Drama,2007,1,85
58191,Taxi to the Dark Side,Documentary,2006,8,78
58301,Funny Games U.S.,Drama|Thriller,2007,5,97
58303,"Counterfeiters, The (Die Fälscher)",Crime|Drama|War,2007,9,78
58306,Mongol,Drama|War,2007,8,62
58351,City of Men (Cidade dos Homens),Drama,2006,5,74
58365,Chicago 10,Animation|Documentary,2007,8,90
58376,Zeitgeist: The Movie,Documentary|War,2007,4,64
58425,Heima,Documentary,2007,1,82
58554,"Class, The (Klass)",Drama,2006,6,57
58706,"Under the Same Moon (Misma luna, La)",Drama,2006,5,58
58964,Inside (À l'intérieur),Horror|Thriller,2007,2,89
59018,"Visitor, The",Drama|Romance,2006,3,72
59141,Son of Rambow,Children|Comedy|Drama,2007,3,52
59143,Super High Me,Comedy|Documentary,2007,10,54
59339,Mister Lonely,Comedy|Drama,2006,7,98
59418,"American Crime, An",Crime,2007,2,74
59429,American Pie Presents Beta House (American Pie 6: Beta House),Comedy,2007,9,75
59549,Shelter,Drama|Romance,2006,3,77
59590,Young at Heart (a.k.a. Young@Heart),Documentary|Musical,2006,3,60
59721,"Grand, The",Comedy,2007,10,52
59814,Ex Drummer,Comedy|Crime|Drama|Horror,2006,7,100
59985,Chaos Theory,Comedy|Drama|Romance,2007,10,88
59995,Boy A,Crime|Drama,2006,5,54
60128,Young People Fucking (a.k.a. YPF),Comedy,2007,10,99
60135,Surfwise,Documentary,2007,9,90
60295,Up the Yangtze,Documentary,2006,7,65
60471,Rogue,Action|Adventure|Horror|Sci-Fi|Thriller,2007,6,77
60857,"Tracey Fragments, The",Drama,2006,10,98
61123,High School Musical 2,Comedy|Drama|Musical|Romance,2007,3,72
61206,In the City of Sylvia (En la ciudad de Sylvia),Drama,2006,4,62
62378,Magicians,Comedy,2007,3,64
63276,Crows Zero (Kurôzu zero),Action,2006,9,93
64249,Shrek the Halls,Adventure|Animation|Comedy|Fantasy,2006,8,80
64695,Sword of the Stranger (Sutorejia: Mukô hadan),Action|Adventure|Animation,2007,9,90
64990,Pete Seeger: The Power of Song,Documentary,2007,9,80
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru),Animation|Drama|Romance,2007,8,92
65037,Ben X,Drama,2006,2,87
65642,"Timecrimes (Cronocrímenes, Los)",Sci-Fi|Thriller,2006,5,70
66310,Frontière(s),Drama|Horror|Thriller,2007,9,81
66427,My Name Is Bruce,Comedy|Horror,2007,2,78
68884,Shall We Kiss? (Un baiser s'il vous plait),Comedy|Romance,2006,8,89
68901,Chop Shop,Drama,2006,5,95
69495,Breakfast with Scot,Drama|Romance,2006,6,58
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),Action|Animation|Sci-Fi,2006,6,72
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence),Comedy|Drama,2007,9,59
71131,"Most Hated Family in America, The",Documentary,2006,3,51
71318,Terra (a.k.a. Battle for Terra),Adventure|Animation|Sci-Fi,2007,10,51
73469,Mr. Warmth: The Don Rickles Project,Documentary,2007,6,74
74508,Persuasion,Drama|Romance,2007,2,79
74740,Fermat's Room (La habitación de Fermat),Mystery|Thriller,2007,10,94
78544,Ricky Gervais Live 3: Fame,Comedy,2007,1,84
79203,Nightwatching,Drama|Mystery,2006,3,58
80736,"Poughkeepsie Tapes, The",Horror|Mystery|Thriller,2006,1,89
86377,Louis C.K.: Shameless,Comedy,2007,6,56
89678,Northanger Abbey,Drama|Romance,2007,6,86
89870,Clapham Junction,Drama,2007,4,76
92163,Fados,Documentary|Musical,2007,3,56
92613,Holding Trevor,Drama|Romance,2006,7,90
103731,"Angel Named Billy, An",Drama,2006,9,63
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),Drama,2007,5,54
115927,Doctor Strange,Action|Animation|Children|Fantasy|Sci-Fi,2007,8,57
127728,Back Soon,Drama|Romance,2006,4,66
139130,Afro Samurai,Action|Adventure|Animation|Drama|Fantasy,2006,6,83
140880,Fashion Victims,Comedy,2007,3,74
158314,Daniel Tosh: Completely Serious,Comedy,2007,10,67
53207,88 Minutes,Crime|Drama|Mystery|Thriller,2008,2,80
55830,Be Kind Rewind,Comedy,2007,10,84
56949,27 Dresses,Comedy|Romance,2007,4,83
57326,In the Name of the King: A Dungeon Siege Tale,Action|Adventure|Fantasy,2007,7,86
57368,Cloverfield,Action|Mystery|Sci-Fi|Thriller,2008,7,78
57526,Untraceable,Crime|Thriller,2008,6,56
57528,Rambo (Rambo 4),Action|Drama|Thriller|War,2007,6,98
57532,Meet the Spartans,Comedy,2008,2,77
57640,Hellboy II: The Golden Army,Action|Adventure|Fantasy|Sci-Fi,2007,10,77
57669,In Bruges,Comedy|Crime|Drama|Thriller,2008,2,97
57951,Fool's Gold,Action|Adventure|Comedy|Romance,2008,9,92
58025,Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,2008,10,89
58047,"Definitely, Maybe",Comedy|Drama|Romance,2007,2,90
58103,Vantage Point,Action|Drama|Thriller,2007,10,99
58105,"Spiderwick Chronicles, The",Adventure|Children|Drama|Fantasy|IMAX,2007,5,55
58107,Step Up 2 the Streets,Drama|Musical|Romance,2007,1,86
58146,Witless Protection,Comedy,2008,9,83
58154,"Other Boleyn Girl, The",Drama|Romance,2008,5,88
58156,Semi-Pro,Comedy,2007,2,92
58293,"10,000 BC",Adventure|Romance|Thriller,2007,7,51
58295,"Bank Job, The",Action|Crime|Thriller,2008,2,100
58297,Doomsday,Action|Drama|Sci-Fi|Thriller,2007,1,93
58299,Horton Hears a Who!,Adventure|Animation|Children|Comedy,2008,9,70
58315,"Love Guru, The",Comedy,2008,3,74
58432,What Just Happened,Comedy|Drama,2007,10,52
58559,"Dark Knight, The",Action|Crime|Drama|IMAX,2008,3,57
58627,Never Back Down,Action,2007,4,73
58655,Drillbit Taylor,Comedy,2007,3,50
58803,21,Crime|Drama|Romance|Thriller,2008,5,73
58839,Leatherheads,Comedy|Drama|Romance,2007,7,90
58879,Shine a Light,Documentary|Musical|IMAX,2008,9,81
58889,"Business of Being Born, The",Documentary,2008,5,78
58972,Nim's Island,Adventure|Comedy|Fantasy,2007,5,61
58975,"Ruins, The",Horror|Thriller,2007,4,99
58998,Forgetting Sarah Marshall,Comedy|Romance,2007,9,99
